Manager;CIK;Report Date;Value ($000);Shares;Option Type;CUSIP
D.B. Root & Company, LLC;0001731717;9/30/2025;5211;27,934;;67066G104
Aptus Capital Advisors, LLC;0001664193;9/30/2025;5205;27,900;put;67066G104
Pinion Investment Advisors, LLC;0001738738;9/30/2025;5196;27,897;;67066G104
Stonebridge Financial Planning Group, LLC;0001802494;9/30/2025;5204;27,892;;67066G104
SUMMIT SECURITIES GROUP LLC;0001531593;9/30/2025;5200;27,875;;67066G104
Mainstream Capital Management LLC;0002043084;9/30/2025;5198;27,863;;67066G104
ORRSTOWN FINANCIAL SERVICES INC;0000826154;9/30/2025;5193;27,836;;67066G104
Missouri Trust & Investment Co;0001908186;9/30/2025;5192;27,832;;67066G104
HENDLEY & CO INC;0001084207;9/30/2025;5189;27,812;;67066G104
Atala Financial Inc;0002053756;9/30/2025;5181;27,771;;67066G104
Worth Financial Advisory Group, LLC;0001964358;9/30/2025;5181;27,769;;67066G104
Global Trust Asset Management, LLC;0001729672;9/30/2025;5172;27,724;;67066G104
VISTA INVESTMENT PARTNERS LLC;0002023386;9/30/2025;5169;27,708;;67066G104
DT Investment Partners, LLC;0001537621;9/30/2025;5169;27,705;;67066G104
Core Wealth Partners LLC;0001965078;9/30/2025;5168;27,704;;67066G104
IAMS WEALTH MANAGEMENT, LLC;0001998182;9/30/2025;5166;27,689;;67066G104
Ledyard National Bank;0001310658;9/30/2025;5156;27,637;;67066G104
American Money Management, LLC;0001600085;9/30/2025;5153;27,622;;67066G104
Galvin, Gaustad & Stein, LLC;0001840945;9/30/2025;5147;27,590;;67066G104
Campbell & CO Investment Adviser LLC;0001353570;9/30/2025;5133;27,513;;67066G104
Whitaker-Myers Wealth Managers, LTD.;0001973849;9/30/2025;5132;27,508;;67066G104
Capstone Wealth Management Group LLC;0002059649;9/30/2025;5131;27,505;;67066G104
N.E.W. Advisory Services LLC;0001803456;9/30/2025;5126;27,475;;67066G104
Weaver Consulting Group;0001780055;9/30/2025;5124;27,465;;67066G104
Hartford Funds Management Co LLC;0001546587;9/30/2025;5123;27,461;;67066G104
Leisure Capital Management;0001631507;9/30/2025;5122;27,452;;67066G104
Nokomis Capital, L.L.C.;0001541055;9/30/2025;5112;27,400;put;67066G104
InTrack Investment Management Inc;0001847343;9/30/2025;5108;27,380;;67066G104
Harvest Investment Services, LLC;0001591097;9/30/2025;5107;27,376;;67066G104
Walkner Condon Financial Advisors LLC;0001817494;9/30/2025;5107;27,376;;67066G104
CAMPBELL NEWMAN ASSET MANAGEMENT INC;0000874791;9/30/2025;5101;27,343;;67066G104
Independent Wealth Network Inc.;0001891240;9/30/2025;5101;27,343;;67066G104
Gilman Hill Asset Management, LLC;0001551969;9/30/2025;5094;27,304;;67066G104
Solitude Financial Services;0001839890;9/30/2025;5077;27,212;;67066G104
Shorepoint Capital Partners LLC;0001759476;9/30/2025;5072;27,186;;67066G104
Fortune 45 LLC;0001918707;9/30/2025;4938;27,157;;67066G104
Taylor & Morgan Wealth Management, LLC;0001844266;9/30/2025;5065;27,148;;67066G104
Spectrum Strategic Capital Management, LLC;0001554961;9/30/2025;5062;27,135;;67066G104
BlackDiamond Wealth Management, LLC;0001903059;9/30/2025;5059;27,119;;67066G104
Vectors Research Management, LLC;0001750557;9/30/2025;5052;27,077;;67066G104
Davidson Capital Management Inc.;0001808748;9/30/2025;5050;27,069;;67066G104
Centennial Wealth Advisory LLC;0001839421;9/30/2025;5043;27,031;;67066G104
Crescent Park Management, L.P.;0001629984;9/30/2025;5041;27,022;;67066G104
One Day In July LLC;0001823172;9/30/2025;5038;27,004;;67066G104
ADAPT WEALTH ADVISORS, LLC;0002013937;9/30/2025;5032;26,973;;67066G104
GFG Capital, LLC;0001638520;9/30/2025;5032;26,972;;67066G104
Turn8 Private Wealth Inc.;0002070026;9/30/2025;5028;26,949;;67066G104
Beaird Harris Wealth Management, LLC;0001908938;9/30/2025;5026;26,939;;67066G104
360 Financial, Inc.;0001802324;9/30/2025;5021;26,911;;67066G104
Stillwater Wealth Management Group;0002063941;9/30/2025;5020;26,906;;67066G104
Neo Ivy Capital Management;0001727783;9/30/2025;5018;26,898;;67066G104
Nicholas Wealth, LLC.;0001911391;9/30/2025;5002;26,813;;67066G104
ARMSTRONG ADVISORY GROUP, INC;0001932952;9/30/2025;5002;26,809;;67066G104
Carter Financial Group, INC.;0001919749;9/30/2025;4999;26,794;;67066G104
MOTIVE WEALTH ADVISORS;0001877093;9/30/2025;4990;26,748;;67066G104
Rothschild Capital Partners, LLC;0001569833;9/30/2025;4985;26,720;;67066G104
Advance Capital Management, Inc.;0001536029;9/30/2025;4979;26,690;;67066G104
Warther Private Wealth, LLC;0001954551;9/30/2025;4967;26,622;;67066G104
PETTYJOHN, WOOD & WHITE, INC;0001128213;9/30/2025;4962;26,598;;67066G104
Del-Sette Capital Management, LLC;0001610580;9/30/2025;4958;26,576;;67066G104
Fairtree Asset Management (Pty) Ltd;0002059365;9/30/2025;4956;26,565;;67066G104
ROBERTS GLORE & CO INC /IL/;0001017115;9/30/2025;4955;26,560;;67066G104
FDx Advisors, Inc.;0001566601;9/30/2025;5377;26,556;;67066G104
MeadowBrook Investment Advisors LLC;0001308290;9/30/2025;4949;26,525;;67066G104
Luxor Capital Group, LP;0001316580;9/30/2025;4944;26,500;put;67066G104
Next Capital Management LLC;0001752762;9/30/2025;4933;26,443;;67066G104
Pekin Hardy Strauss, Inc.;0001020317;9/30/2025;4923;26,391;;67066G104
PRIMORIS WEALTH ADVISORS, LLC;0001909619;9/30/2025;4911;26,323;;67066G104
LWM Advisory Services, LLC;0001697716;9/30/2025;4901;26,296;;67066G104
Covenant Partners, LLC;0001302739;9/30/2025;4902;26,274;;67066G104
Exit Wealth Advisors, LLC.;0002082744;9/30/2025;4899;26,258;;67066G104
LPWM LLC;0001801101;9/30/2025;4898;26,257;;67066G104
Hudock, Inc.;0001543536;9/30/2025;4894;26,232;;67066G104
White Pine Investment CO;0001318259;9/30/2025;4891;26,213;;67066G104
BostonPremier Wealth LLC;0002053783;9/30/2025;4887;26,195;;67066G104
Bank of Marin;0001801145;9/30/2025;4885;26,185;;67066G104
OneAscent Financial Services LLC;0001780985;9/30/2025;4885;26,184;;67066G104
Spinnaker Investment Group, LLC;0001911067;9/30/2025;4883;26,176;;67066G104
JPL Wealth Management, LLC;0002010710;9/30/2025;4880;26,160;;67066G104
Rydar Equities, Inc.;0002065487;9/30/2025;4893;26,137;;67066G104
Operose Advisors LLC;0001909750;9/30/2025;4870;26,106;;67066G104
Northern Financial Advisors Inc;0001962457;9/30/2025;4867;26,087;;67066G104
TruNorth Capital Management, LLC;0001639695;9/30/2025;4856;26,027;;67066G104
HILL ISLAND FINANCIAL LLC;0001909798;9/30/2025;4854;26,019;;67066G104
Sierra Capital LLC;0001787274;9/30/2025;4849;25,991;;67066G104
NIA IMPACT ADVISORS, LLC;0001815217;9/30/2025;4848;25,988;;67066G104
MARSHALL INVESTMENT MANAGEMENT, LLC;0002022427;9/30/2025;4845;25,973;;67066G104
Elevated Capital Advisors, LLC;0001802387;9/30/2025;4837;25,927;;67066G104
ARVEST INVESTMENTS, INC.;0001025038;9/30/2025;4835;25,917;;67066G104
Greykasell Wealth Strategies, Inc.;0002041220;9/30/2025;4815;25,809;;67066G104
Panoramic Capital Partners, LLC;0002052992;9/30/2025;4802;25,740;;67066G104
PGIM Custom Harvest LLC;0001845793;9/30/2025;4792;25,688;;67066G104
Rise Advisors, LLC;0001831316;9/30/2025;4792;25,686;;67066G104
Peak Financial Management, Inc.;0001669662;9/30/2025;4784;25,643;;67066G104
PFW Advisors LLC;0001989744;9/30/2025;4781;25,626;;67066G104
SeaBridge Investment Advisors LLC;0001304229;9/30/2025;4764;25,537;;67066G104
First Washington CORP;0001390043;9/30/2025;4763;25,533;;67066G104
Hartree Partners, LP;0001597857;9/30/2025;4757;25,500;;67066G104
Wealth Advisors of Tampa Bay, LLC;0001715228;9/30/2025;4754;25,483;;67066G104
Hemington Wealth Management;0001838234;9/30/2025;4751;25,465;;67066G104
KEYVANTAGE WEALTH, LLC;0002050555;9/30/2025;4738;25,395;;67066G104
First Pacific Financial;0001810089;9/30/2025;4735;25,381;;67066G104
TRUST CO OF OKLAHOMA;0001083323;9/30/2025;4731;25,359;;67066G104
Global Financial Private Client, LLC;0002023568;9/30/2025;4731;25,358;;67066G104
RF&L WEALTH MANAGEMENT, LLC;0001965915;9/30/2025;4722;25,313;;67066G104
X-Square Capital, LLC;0001729300;9/30/2025;4720;25,298;;67066G104
Forge First Asset Management Inc.;0001963062;9/30/2025;4714;25,270;;67066G104
Quad-Cities Investment Group, LLC;0001741426;9/30/2025;4714;25,269;;67066G104
Fjell Capital, LLC;0002053350;9/30/2025;4713;25,263;;67066G104
Warwick Investment Management, Inc.;0001931041;9/30/2025;4712;25,255;;67066G104
Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.;0001599852;9/30/2025;4711;25,254;;67066G104
Laraway Financial Advisors Inc;0001908275;9/30/2025;4710;25,247;;67066G104
ICW Investment Advisors LLC;0001794820;9/30/2025;4707;25,231;;67066G104
NEW WAVE WEALTH ADVISORS LLC;0002035324;9/30/2025;4706;25,222;;67066G104
IVC Wealth Advisors LLC;0001842811;9/30/2025;4696;25,170;;67066G104
Pine Harbor Wealth Management, LLC;0002016051;9/30/2025;4694;25,163;;67066G104
PENINSULA ASSET MANAGEMENT INC;0001091923;9/30/2025;4685;25,110;;67066G104
Aureus Asset Management, LLC;0001381296;9/30/2025;4677;25,072;;67066G104
Tsai Capital Corp;0001574850;9/30/2025;4676;25,066;;67066G104
Bedel Financial Consulting, Inc.;0001730511;9/30/2025;4673;25,048;;67066G104
CLIENT 1ST ADVISORY GROUP, LLC;0001802816;9/30/2025;371;25,000;put;67066G104
Pilgrim Partners Asia Pte Ltd;0002012674;9/30/2025;4651;24,932;;67066G104
one8zero8, LLC;0002053138;9/30/2025;4651;24,931;;67066G104
Investment Partners Asset Management, Inc.;0001384416;9/30/2025;4642;24,883;;67066G104
TANAKA CAPITAL MANAGEMENT INC;0000816788;9/30/2025;4642;24,879;;67066G104
Burns Matteson Capital Management, LLC;0001894164;9/30/2025;4641;24,875;;67066G104
MRA Advisory Group;0001841816;9/30/2025;4636;24,848;;67066G104
Forefront Wealth Partners, LLC;0002068112;9/30/2025;4633;24,832;;67066G104
Blue Capital, Inc.;0002032856;9/30/2025;4632;24,827;;67066G104
Legal Advantage Investments, Inc.;0001841769;9/30/2025;4626;24,796;;67066G104
Stephens Consulting, LLC;0001961632;9/30/2025;4625;24,793;;67066G104
ONE WEALTH CAPITAL MANAGEMENT, LLC;0002050308;9/30/2025;4624;24,788;;67066G104
NEW WAVE WEALTH ADVISORS LLC;0002035324;9/30/2025;3913;24,771;;67066G104
First International Bank of Israel Ltd.;0002081196;9/30/2025;4620;24,764;;67066G104
Davies Financial Advisors, Inc.;0002020296;9/30/2025;4619;24,760;;67066G104
MCDANIEL TERRY & CO;0001104366;9/30/2025;4617;24,746;;67066G104
Lodestone Wealth Management LLC;0001950158;9/30/2025;4614;24,731;;67066G104
Greenbush Financial Group, LLC;0002061818;9/30/2025;4608;24,701;;67066G104
McIlrath & Eck, LLC;0001701714;9/30/2025;4602;24,666;;67066G104
LeConte Wealth Management, LLC;0002060443;9/30/2025;4600;24,656;;67066G104
Meridian Financial Partners LLC;0001763722;9/30/2025;4661;24,652;;67066G104
Boyce & Associates Wealth Consulting, Inc.;0001922884;9/30/2025;4596;24,635;;67066G104
Vantage Point Financial LLC;0002048892;9/30/2025;4587;24,587;;67066G104
BARNES PETTEY FINANCIAL ADVISORS, LLC;0001908288;9/30/2025;4583;24,567;;67066G104
ASPIRIANT, LLC;0001433541;9/30/2025;4579;24,542;;67066G104
Clark Asset Management, LLC;0002062026;9/30/2025;4561;24,449;;67066G104
Asset Planning,Inc;0002048547;9/30/2025;4561;24,448;;67066G104
Stonebridge Financial Group, LLC;0002009367;9/30/2025;4552;24,402;;67066G104
TOWNSEND ASSET MANAGEMENT CORP /NC/ /ADV;0000709089;9/30/2025;4549;24,386;;67066G104
FOCUS Wealth Advisors, LLC;0001845643;9/30/2025;4549;24,381;;67066G104
Madison Asset Management, LLC;0001299351;9/30/2025;4545;24,364;;67066G104
Fortis Group Advisors, LLC;0001815183;9/30/2025;4931;24,356;;67066G104
Hidden Cove Wealth Management, LLC;0001963736;9/30/2025;4538;24,326;;67066G104
Prostatis Group LLC;0001649186;9/30/2025;4536;24,314;;67066G104
Pacific Sage Partners, LLC;0001936845;9/30/2025;4525;24,254;;67066G104
Investments & Financial Planning, LLC;0001909307;9/30/2025;4521;24,236;;67066G104
Pasadena Private Wealth, LLC;0001760578;9/30/2025;4521;24,234;;67066G104
RICHARDSON FINANCIAL SERVICES INC.;0002012303;9/30/2025;4516;24,206;;67066G104
BOYD WATTERSON ASSET MANAGEMENT LLC/OH;0001121477;9/30/2025;4511;24,180;;67066G104
Rothschild Wealth LLC;0001811345;9/30/2025;4511;24,178;;67066G104
Elemental Capital Partners LLC;0001860672;9/30/2025;4505;24,150;;67066G104
Encompass More Asset Management;0002011218;9/30/2025;4505;24,147;;67066G104
SoundView Advisors Inc.;0002054083;9/30/2025;4503;24,136;;67066G104
Redwood Financial Network Corp;0001927724;9/30/2025;4498;24,111;;67066G104
Revisor Wealth Management LLC;0001887409;9/30/2025;4630;24,094;;67066G104
A&I FINANCIAL SERVICES, LLC;0001728031;9/30/2025;4503;24,051;;67066G104
Blue Chip Partners, LLC;0001632801;9/30/2025;4486;24,046;;67066G104
HITE Hedge Asset Management LLC;0001568939;9/30/2025;4482;24,023;;67066G104
Strata Wealth Advisors, LLC;0001946237;9/30/2025;4479;24,010;;67066G104
Freemont Management S.A.;0001609120;9/30/2025;4477;24,000;call;67066G104
Steigerwald, Gordon & Koch Inc.;0001731876;9/30/2025;4455;23,878;;67066G104
Evelyn Partners Investment Management (Europe) Ltd;0002065055;9/30/2025;4445;23,828;;67066G104
One Charles Private Wealth Services, LLC;0001800938;9/30/2025;4432;23,759;;67066G104
PCA Investment Advisory Services Inc.;0001977044;9/30/2025;4431;23,753;;67066G104
SAGE PRIVATE WEALTH GROUP, LLC;0001845635;9/30/2025;4426;23,725;;67066G104
Altus Wealth Group LLC;0001842572;9/30/2025;4424;23,715;;67066G104
Tripletail Wealth Management, LLC;0002079812;9/30/2025;4438;23,708;;67066G104
NAPA WEALTH MANAGEMENT;0001602844;9/30/2025;4419;23,685;;67066G104
CAPSTONE WEALTH MANAGEMENT GROUP, LLC;0001923052;9/30/2025;4418;23,684;;67066G104
CLUNE & ASSOCIATES, LTD.;0002055816;9/30/2025;4416;23,672;;67066G104
Aletheian Wealth Advisors LLC;0001922281;9/30/2025;4412;23,650;;67066G104
HHM Wealth Advisors, LLC;0001750086;9/30/2025;4411;23,644;;67066G104
Planned Solutions, Inc.;0001831332;9/30/2025;4410;23,638;;67066G104
Aigen Investment Management, LP;0001741224;9/30/2025;4409;23,631;;67066G104
Charles Schwab Trust Co;0001789219;9/30/2025;4404;23,605;;67066G104
MAI Capital Management;0001040197;9/30/2025;4403;23,600;call;67066G104
STEINBERGANNA WEALTH MANAGEMENT;0002089528;9/30/2025;4402;23,594;;67066G104
Bluesphere Advisors, LLC;0001844108;9/30/2025;4400;23,586;;67066G104
Round Rock Advisors, LLC;0001846991;9/30/2025;4390;23,533;;67066G104
Aldebaran Financial Inc.;0001353110;9/30/2025;4390;23,532;;67066G104
Summit Wealth Group, LLC;0001802865;9/30/2025;4387;23,518;;67066G104
Aubrey Capital Management Ltd;0001730754;9/30/2025;4384;23,500;;67066G104
Latitude Advisors, LLC;0001843715;9/30/2025;4380;23,476;;67066G104
PHILLIPS FINANCIAL MANAGEMENT, LLC;0001350660;9/30/2025;4371;23,432;;67066G104
Armstrong, Fleming & Moore, Inc;0001990099;9/30/2025;4365;23,400;;67066G104
Salvus Wealth Management, LLC;0001809236;9/30/2025;4363;23,385;;67066G104
Pathway Financial Advisers, LLC;0002024152;9/30/2025;4352;23,385;;67066G104
Paladin Wealth, LLC;0002040377;9/30/2025;4362;23,382;;67066G104
TWO SIGMA SECURITIES, LLC;0001450144;9/30/2025;4348;23,304;;67066G104
CITY NATIONAL BANK OF FLORIDA /MSD;0000709447;9/30/2025;4326;23,191;;67066G104
Riverbend Wealth Management, LLC;0002055570;9/30/2025;4326;23,190;;67066G104
Tevis Investment Management;0001940416;9/30/2025;4309;23,098;;67066G104
Bigelow Investment Advisors, LLC;0001729516;9/30/2025;4305;23,078;;67066G104
SURIENCE PRIVATE WEALTH LLC;0001900195;9/30/2025;4302;23,059;;67066G104
VANCE WEALTH, LLC;0001910854;9/30/2025;4298;23,040;;67066G104
PEREGRINE INVESTMENT MANAGEMENT INC;0002053303;9/30/2025;4291;23,000;;67066G104
CANTOR FITZGERALD INVESTMENT ADVISORS L.P.;0001710477;9/30/2025;4290;22,994;;67066G104
Riverview Capital Advisers, LLC;0001962933;9/30/2025;4289;22,993;;67066G104
SIGNET FINANCIAL MANAGEMENT, LLC;0001600307;9/30/2025;4287;22,980;;67066G104
Dunhill Financial, LLC;0001948904;9/30/2025;4283;22,958;;67066G104
Arkfeld Wealth Strategies, L.L.C.;0001789382;9/30/2025;4297;22,906;;67066G104
Lido Advisors, LLC;0001650150;9/30/2025;4272;22,900;call;67066G104
CRAWFORD INVESTMENT COUNSEL INC;0000837592;9/30/2025;4269;22,885;;67066G104
Rialto Wealth Management, LLC;0002054966;9/30/2025;4269;22,884;;67066G104
Orion Capital Management LLC;0001846758;9/30/2025;4256;22,813;;67066G104
Nierenberg Investment Management Company, Inc.;0001282683;9/30/2025;4254;22,800;put;67066G104
CAPITAL & PLANNING, LLC;0002053750;9/30/2025;4252;22,789;;67066G104
Martin Investment Management, LLC;0001511888;9/30/2025;4251;22,784;;67066G104
Nova Wealth Management, Inc.;0002051980;9/30/2025;4250;22,784;;67066G104
Evolution Wealth Advisors, LLC;0001763121;9/30/2025;4244;22,750;;67066G104
Archer Investment Corp;0001803804;9/30/2025;4242;22,739;;67066G104
Rosenberg Matthew Hamilton;0001812103;9/30/2025;4240;22,726;;67066G104
IAM Advisory, LLC;0001825292;9/30/2025;4229;22,669;;67066G104
GSA CAPITAL PARTNERS LLP;0001362033;9/30/2025;4228;22,659;;67066G104
Waratah Capital Advisors Ltd.;0001539919;9/30/2025;4223;22,639;;67066G104
Sandy Cove Advisors, LLC;0001908217;9/30/2025;4220;22,620;;67066G104
Gordian Capital Singapore Pte Ltd;0001869164;9/30/2025;4216;22,600;;67066G104
Brio Consultants, LLC;0001747799;9/30/2025;4213;22,585;;67066G104
LEVIN CAPITAL STRATEGIES, L.P.;0001354821;9/30/2025;4211;22,572;;67066G104
Ninepoint Partners LP;0001715635;9/30/2025;4211;22,570;;67066G104
Pandora Wealth, Inc.;0002045414;9/30/2025;4208;22,558;;67066G104
DecisionMap Wealth Management, LLC;0002001526;9/30/2025;4205;22,539;;67066G104
Mizuho Markets Cayman LP;0001803149;9/30/2025;4203;22,530;;67066G104
Avondale Wealth Management;0001738720;9/30/2025;4200;22,515;;67066G104
PETRA FINANCIAL ADVISORS INC;0001971427;9/30/2025;4199;22,509;;67066G104
Ulysses Management LLC;0001510912;9/30/2025;4198;22,500;call;67066G104
Three Bridge Wealth Advisors, LLC;0001950962;9/30/2025;4196;22,491;;67066G104
HILLTOP WEALTH ADVISORS, LLC;0001786241;9/30/2025;4180;22,408;;67066G104
Qsemble Capital Management, LP;0001766159;9/30/2025;4177;22,388;;67066G104
BNP PARIBAS FINANCIAL MARKETS;0001166588;9/30/2025;416819;22,340;call;67066G104
Aviso Financial Inc.;0002033534;9/30/2025;4166;22,331;;67066G104
Parametrica Management Ltd;0001535110;9/30/2025;4158;22,290;;67066G104
Lombard Odier Asset Management (USA) Corp;0001491719;9/30/2025;4152;22,254;;67066G104
Stonehage Fleming Financial Services Holdings Ltd;0001786379;9/30/2025;4151;22,249;;67066G104
Brendel Financial Advisors LLC;0001768065;9/30/2025;4149;22,238;;67066G104
Banque de Luxembourg S.A.;0002055344;9/30/2025;4142;22,200;;67066G104
Pinnacle Wealth Management, LLC;0001911464;9/30/2025;4139;22,185;;67066G104
Farmers National Bank;0001632966;9/30/2025;4134;22,160;;67066G104
MIG Capital, LLC;0001425649;9/30/2025;4134;22,159;;67066G104
Palmer Knight Co;0001767735;9/30/2025;4133;22,153;;67066G104
Red Mountain Financial, LLC;0001997650;9/30/2025;4128;22,126;;67066G104
Beirne Wealth Consulting Services, LLC;0001697303;9/30/2025;4128;22,124;;67066G104
LODESTAR PRIVATE ASSET MANAGEMENT LLC;0001963040;9/30/2025;4126;22,118;;67066G104
BlueChip Wealth Advisors LLC;0002015578;9/30/2025;4123;22,102;;67066G104
Invera Wealth Advisors, LLC;0001976780;9/30/2025;4121;22,088;;67066G104
Grange Capital, LLC;0002048387;9/30/2025;4119;22,081;;67066G104
ELCO Management Co., LLC;0001690717;9/30/2025;4101;21,980;;67066G104
Southland Equity Partners LLC;0002006517;9/30/2025;4100;21,978;;67066G104
Opal Wealth Advisors, LLC;0001844201;9/30/2025;4097;21,961;;67066G104
CHIRON CAPITAL MANAGEMENT, LLC;0001830922;9/30/2025;4091;21,927;;67066G104
ANB BANK;0002067126;9/30/2025;4087;21,909;;67066G104
ATTICUS WEALTH MANAGEMENT, LLC;0001800234;9/30/2025;4087;21,908;;67066G104
Evelyn Partners Asset Management Ltd;0002065207;9/30/2025;4084;21,890;;67066G104
BERKSHIRE ASSET MANAGEMENT LLC/PA;0000949012;9/30/2025;4077;21,853;;67066G104
Empire Financial Management Company, LLC;0001971875;9/30/2025;4076;21,848;;67066G104
BCS Wealth Management;0001798172;9/30/2025;4067;21,797;;67066G104
Impact Investors, Inc;0001824539;9/30/2025;4059;21,760;;67066G104
Three Magnolias Financial Advisors, LLC;0002056795;9/30/2025;4055;21,737;;67066G104
StrongBox Wealth, LLC;0001812155;9/30/2025;4052;21,720;;67066G104
Symmetry Partners, LLC;0001697493;9/30/2025;4046;21,685;;67066G104
